RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4
2021-22-MichiganSt.,2021-22,Michigan St.,Big Ten,27,AL,36,36,7,82,22-12,13-10,2-Sep,6-May,14,25,9-May,2-Aug,1-Jun,Mar-00
2021-22-BoiseSt.,2021-22,Boise St.,Mountain West,29,AQ,29,29,73,118,26-7,18-3,4-Aug,3-Aug,86,232,3-Jun,3-Jul,Jul-00,1-Jun
2021-22-Oakland,2021-22,Oakland,Horizon,,,171,171,253,214,18-12,13-8,4-May,8-Jul,229,20,2-Jan,1-Feb,3-Mar,6-Dec
2021-22-JacksonvilleSt.,2021-22,Jacksonville St.,ASUN,61,AQ,143,142,273,223,19-10,14-4,6-May,5-Sep,291,188,0-2,1-Jan,2-Mar,15-5
2021-22-Winthrop,2021-22,Winthrop,Big South,,,151,151,228,207,20-9,16-3,6-Apr,7-Jul,242,95,0-2,3-Jan,2-Apr,15-2
2021-22-Harvard,2021-22,Harvard,Ivy League,,,229,229,228,207,13-Oct,9-May,4-May,7-Apr,310,342,0-0,0-2,8-Mar,3-Jul
2021-22-UNCAsheville,2021-22,UNC Asheville,Big South,,,222,222,277,224,13-14,9-Aug,5-May,7-Jun,271,140,0-3,0-1,4-Jan,6-Dec
2021-22-KentSt.,2021-22,Kent St.,MAC,,,132,132,206,197,21-10,18-5,5-Mar,4-Aug,236,185,1-Jan,4-Feb,2-Apr,14-3
2021-22-Milwaukee,2021-22,Milwaukee,Horizon,,,333,333,315,238,22-Sep,15-Aug,7-Jan,10-Apr,345,241,0-2,0-0,7-Jan,13-Aug
2021-22-Vermont,2021-22,Vermont,America East,53,AQ,52,52,315,238,27-5,20-1,4-Jul,4-Oct,334,189,0-1,1-Jan,2-Jul,19-1
2021-22-NIU,2021-22,NIU,MAC,,,295,295,201,195,21-Sep,14-Jun,7-Mar,11-Jun,186,117,0-4,3-Mar,4-Jan,10-May
2021-22-ArizonaSt.,2021-22,Arizona St.,Pac-12,,,96,96,13,86,14-17,11-Oct,6-Apr,7-May,22,12,8-Apr,6-Feb,2-May,1-Mar
2021-22-ULM,2021-22,ULM,Sun Belt,,,275,275,191,192,18-Oct,14-May,4-May,10-May,177,32,0-3,2-Jan,8-Feb,5-Jul
2021-22-Massachusetts,2021-22,Massachusetts,Atlantic 10,,,179,178,114,152,15-17,12-Aug,5-Jul,8-Mar,134,311,0-4,4-Feb,5-May,4-Aug
2021-22-Pittsburgh,2021-22,Pittsburgh,ACC,,,205,204,44,105,21-Nov,15-Jun,6-May,9-Mar,83,223,5-Feb,7-Feb,6-May,3-Feb
2021-22-SaintPeter's,2021-22,Saint Peter's,MAAC,60,AQ,124,124,207,198,18-11,17-6,5-Jan,7-Jul,235,40,0-3,0-1,3-Jul,4-Nov
2021-22-Marquette,2021-22,Marquette,Big East,35,AL,42,43,19,91,19-12,9-Nov,3-Aug,7-Apr,23,36,7-May,5-May,Apr-00,May-00
2021-22-Iona,2021-22,Iona,MAAC,,,90,89,171,184,25-7,17-4,3-Aug,4-Jul,219,82,2-Jan,1-Jan,2-Nov,2-Dec
2021-22-N.C.A&T,2021-22,N.C. A&T,Big South,,,286,286,257,215,20-Sep,11-Jul,9-Feb,13-Mar,269,194,0-1,0-3,8-Mar,8-Jun
2021-22-Valparaiso,2021-22,Valparaiso,MVC,,,207,207,125,164,18-Dec,13-Jul,5-May,8-Mar,137,328,0-3,7-Jan,6-Mar,2-Aug
2021-22-Delaware,2021-22,Delaware,CAA,59,AQ,137,137,183,189,21-12,13-8,4-Aug,5-Aug,234,288,0-2,4-Jan,4-Aug,2-Dec
2021-22-VirginiaTech,2021-22,Virginia Tech,ACC,46,AQ,27,27,77,120,23-12,15-9,3-Aug,6-Jul,71,134,5-Mar,5-Jun,2-Jul,Jul-00
2021-22-Columbia,2021-22,Columbia,Ivy League,,,351,351,259,216,22-Mar,13-Jan,9-Feb,12-Jan,329,354,0-0,0-2,10-Jan,10-Feb
2021-22-Yale,2021-22,Yale,Ivy League,56,AQ,142,147,181,188,18-11,13-3,8-May,6-Jun,167,84,0-4,1-Jan,5-May,1-Dec
2021-22-Ga.Southern,2021-22,Ga. Southern,Sun Belt,,,247,247,194,193,16-Oct,12-Jun,4-Apr,10-Apr,283,295,0-0,0-2,11-Apr,3-Jun
2021-22-MorganSt.,2021-22,Morgan St.,MEAC,,,299,299,323,240,14-Sep,7-Aug,7-Jan,8-Mar,312,152,0-1,0-3,3-Jan,7-Aug
2021-22-Kentucky,2021-22,Kentucky,SEC,6,AL,5,5,42,103,26-7,15-5,2-Nov,5-Jun,19,121,7-Sep,May-00,Apr-00,Aug-00
2021-22-Gonzaga,2021-22,Gonzaga,WCC,1,AQ,1,1,102,142,26-3,15-1,2-Nov,1-May,59,69,3-Oct,Feb-00,Jan-00,13-0
2021-22-St.FrancisBrooklyn,2021-22,St. Francis Brooklyn,NEC,,,321,321,340,249,20-Sep,12-Jul,8-Feb,9-Jul,311,169,0-2,2-Jan,0-3,13-Aug
2021-22-Hampton,2021-22,Hampton,Big South,,,322,322,292,229,19-Jul,12-May,7-Feb,11-Feb,337,306,0-1,0-2,6-Jan,10-Jun
2021-22-UTSA,2021-22,UTSA,CUSA,,,326,326,177,186,21-Jul,16-Mar,5-Apr,11-Jan,163,282,0-3,0-5,8-Jan,5-Jun
2021-22-UCF,2021-22,UCF,The American,,,101,101,101,141,18-12,10-Oct,2-Aug,8-Apr,88,143,6-Jan,3-Mar,2-Apr,1-Oct
2021-22-GeorgeWashington,2021-22,George Washington,Atlantic 10,,,227,227,132,167,18-Dec,10-Aug,8-Apr,10-Mar,155,316,0-3,0-5,7-May,3-Jul
2021-22-CalPoly,2021-22,Cal Poly,Big West,,,308,308,226,206,21-Jun,13-Feb,8-Apr,12-Feb,275,299,0-2,0-1,10-Jan,8-May
2021-22-JamesMadison,2021-22,James Madison,CAA,,,214,214,151,176,13-14,12-Jun,2-Jul,6-May,218,236,0-2,2-Jan,6-May,4-Jul
2021-22-Samford,2021-22,Samford,SoCon,,,172,172,151,176,18-11,9-Nov,2-Jul,8-May,181,264,0-2,4-Feb,4-Apr,1-Dec
2021-22-Cincinnati,2021-22,Cincinnati,The American,,,99,99,102,142,17-15,12-Aug,3-Sep,7-Apr,89,214,7-Jan,3-Feb,4-Mar,1-Nov
2021-22-Rice,2021-22,Rice,CUSA,,,216,217,183,189,14-16,12-Aug,4-Jun,8-Apr,164,302,0-4,3-Jan,5-Feb,4-Nov
2021-22-Miami(FL),2021-22,Miami (FL),ACC,38,AL,62,62,66,115,23-10,15-7,3-Aug,2-Oct,77,147,3-Apr,4-May,3-Sep,May-00
2021-22-WakeForest,2021-22,Wake Forest,ACC,,,48,48,102,142,23-9,13-8,1-Oct,5-May,105,343,4-Jan,3-Apr,2-Sep,Sep-00
2021-22-Memphis,2021-22,Memphis,The American,36,AL,33,31,48,106,21-10,15-6,4-Jun,6-May,62,75,4-May,4-Mar,2-Aug,May-00
2021-22-BostonU.,2021-22,Boston U.,Patriot,,,201,201,351,254,20-12,8-Dec,4-Aug,8-Aug,356,349,0-0,0-2,3-Apr,16-7
2021-22-Lafayette,2021-22,Lafayette,Patriot,,,319,319,312,237,20-Sep,12-Jul,8-Feb,11-Apr,284,137,0-1,2-Jan,0-6,11-Aug
2021-22-ColoradoSt.,2021-22,Colorado St.,Mountain West,24,AL,28,28,80,122,24-5,15-5,Sep-00,3-Jun,81,184,3-May,1-Aug,1-Mar,Aug-00
2022-23-Portland,2022-23,Portland,WCC,,,164,162,95,139,19-Dec,12-Jun,7-Jun,10-Feb,87,133,0-7,5-Jan,6-Mar,1-Aug
2022-23-Illinois,2022-23,Illinois,Big Ten,36,AL,34,34,54,112,20-12,10-Nov,2-Sep,7-Mar,30,116,11-Feb,1-Jul,Apr-00,Jul-00
2022-23-Duke,2022-23,Duke,ACC,18,AQ,16,16,50,111,26-8,17-6,2-Sep,6-Apr,57,68,6-May,2-Jul,Apr-00,Oct-00
2022-23-CalPoly,2022-23,Cal Poly,Big West,,,308,306,141,173,25-Jun,19-Feb,6-Apr,13-Jan,188,230,0-0,0-9,9-Feb,7-Apr
2022-23-Iona,2022-23,Iona,MAAC,52,AQ,58,59,257,214,27-7,20-3,4-Jul,4-Aug,309,143,0-1,0-2,2-Jul,20-2
2022-23-Brown,2022-23,Brown,Ivy League,,,183,183,195,193,14-13,7-Jul,6-Jul,8-Jul,168,242,0-3,0-4,5-Apr,1-Oct
2022-23-SetonHall,2022-23,Seton Hall,Big East,,,77,78,43,108,16-15,11-Oct,4-Jun,6-Jun,34,56,9-Apr,4-Feb,1-Mar,1-Jul
2022-23-SouthernIll.,2022-23,Southern Ill.,MVC,,,120,120,185,190,22-10,15-7,3-Jul,6-Aug,170,252,2-Jan,4-Feb,2-Jun,13-2
2022-23-LoyolaChicago,2022-23,Loyola Chicago,Atlantic 10,,,269,267,148,175,21-Oct,15-Apr,6-Jun,8-Mar,154,222,0-2,5-Jan,9-Mar,5-Jun
2022-23-Hawaii,2022-23,Hawaii,Big West,,,127,125,207,196,21-11,13-8,3-Aug,4-Jun,286,345,0-0,5-Jan,5-Jun,14-1
2022-23-BostonU.,2022-23,Boston U.,Patriot,,,259,260,324,243,14-17,11-Aug,6-Jun,11-Jun,328,272,0-1,0-2,0-5,14-9
2022-23-Rutgers,2022-23,Rutgers,Big Ten,,,40,40,45,109,19-14,11-Nov,3-Aug,7-Apr,41,314,7-Apr,3-Jun,4-Feb,Jul-00
2022-23-Campbell,2022-23,Campbell,Big South,,,233,233,272,219,14-18,11-Nov,7-Mar,10-Apr,330,271,0-1,0-0,9-May,8-Sep
2022-23-Providence,2022-23,Providence,Big East,42,AL,56,55,87,133,21-11,13-8,3-Aug,6-Jun,62,289,8-Apr,2-Mar,1-Mar,Nov-00
2022-23-SFA,2022-23,SFA,WAC,,,138,138,133,169,16-13,8-Nov,5-May,5-Jun,197,300,0-2,0-4,4-Jul,3-Sep
2022-23-SaintJoseph's,2022-23,Saint Joseph's,Atlantic 10,,,200,200,181,189,16-17,11-Oct,6-Jun,7-Apr,215,260,0-1,0-7,7-Apr,2-Dec
2022-23-SoutheasternLa.,2022-23,Southeastern La.,Southland,,,256,255,330,246,15-14,7-Dec,7-Mar,8-Jul,299,69,0-1,0-3,4-Feb,13-6
2022-23-Delaware,2022-23,Delaware,CAA,,,225,226,229,204,16-16,11-Sep,5-Jul,10-Apr,232,207,0-2,3-Jan,7-May,4-Oct
2022-23-CoppinSt.,2022-23,Coppin St.,MEAC,,,328,328,229,204,23-Sep,11-Apr,12-May,16-May,185,99,0-3,0-3,9-Feb,8-Jul
2022-23-Akron,2022-23,Akron,MAC,,,102,102,167,184,20-11,14-6,5-Jun,6-May,161,165,0-4,4-Jan,3-Jun,13-0
2022-23-Arizona,2022-23,Arizona,Pac-12,7,AQ,10,10,43,108,28-6,17-6,Nov-00,4-Jun,47,57,2-Sep,4-Jul,May-00,Jul-00
2022-23-Buffalo,2022-23,Buffalo,MAC,,,193,193,125,163,13-17,10-Sep,7-Apr,9-Mar,112,31,0-4,0-5,5-Apr,3-Sep
2022-23-WashingtonSt.,2022-23,Washington St.,Pac-12,,,73,73,54,112,17-16,10-Dec,6-May,8-May,44,83,11-Jan,3-Jun,1-Mar,1-Jul
2022-23-Denver,2022-23,Denver,Summit League,,,287,287,324,243,13-17,13-Jun,4-Jul,11-Apr,316,330,0-2,0-1,0-6,13-8
2022-23-Lindenwood,2022-23,Lindenwood,OVC,,,338,338,320,240,21-Aug,13-Jun,8-Feb,14-Feb,298,95,0-2,0-2,0-3,14-Aug
2022-23-WrightSt.,2022-23,Wright St.,Horizon,,,195,194,298,229,16-15,11-Nov,4-May,8-Jul,343,324,0-0,0-2,8-Apr,5-Dec
2022-23-SIUE,2022-23,SIUE,OVC,,,219,219,338,252,16-14,10-Oct,4-Jun,8-Jul,350,228,0-1,1-Jan,2-Feb,13-10
2022-23-CaliforniaBaptist,2022-23,California Baptist,WAC,,,169,169,157,179,15-16,11-Aug,5-Jul,8-Apr,222,354,0-2,4-Jan,4-Jun,6-Aug
2022-23-AirForce,2022-23,Air Force,Mountain West,,,149,149,109,151,14-18,14-May,4-Sep,9-Apr,104,363,0-7,4-Feb,3-Mar,4-Sep
2022-23-IUIndy,2022-23,IU Indy,Horizon,,,360,360,293,228,27-Mar,19-Feb,8-Jan,0-15,306,254,0-2,0-1,0-8,16-Mar
2022-23-Kentucky,2022-23,Kentucky,SEC,23,AL,26,25,41,107,21-11,7-Dec,4-Sep,4-Jun,25,71,7-Jun,1-Jun,2-Mar,1-Jun
2022-23-Vermont,2022-23,Vermont,America East,59,AQ,109,109,236,206,22-10,17-2,8-May,6-Sep,221,52,0-3,3-Jan,3-May,16-1
2022-23-OklahomaSt.,2022-23,Oklahoma St.,Big 12,,,43,43,7,80,18-15,11-Sep,4-Sep,7-Apr,8,193,12-Jun,2-Apr,1-Mar,May-00
2022-23-Monmouth,2022-23,Monmouth,CAA,,,351,351,209,197,26-Jul,14-Jun,12-Jan,15-Mar,164,64,0-2,0-8,0-8,8-Jul
2022-23-NorthernKy.,2022-23,Northern Ky.,Horizon,63,AQ,154,154,223,203,20-12,17-6,6-Mar,6-Jun,272,87,0-2,3-Jan,4-May,14-3
2022-23-KennesawSt.,2022-23,Kennesaw St.,ASUN,55,AQ,115,114,195,193,23-8,18-3,5-May,6-Oct,180,39,0-4,Feb-00,2-Aug,13-2
2022-23-Yale,2022-23,Yale,Ivy League,,,64,61,177,187,19-8,5-Nov,3-Aug,7-Aug,169,170,0-2,3-Feb,1-Sep,2-Aug
2022-23-Memphis,2022-23,Memphis,The American,29,AQ,23,29,68,117,26-8,16-5,3-Oct,5-Jul,67,33,4-Apr,3-Sep,1-Jul,Jun-00
2022-23-Binghamton,2022-23,Binghamton,America East,,,300,300,286,225,18-Nov,9-Sep,9-Feb,11-May,292,275,0-1,0-5,5-Feb,7-Sep
2022-23-Quinnipiac,2022-23,Quinnipiac,MAAC,,,174,175,309,235,19-12,10-Nov,2-Aug,6-Sep,324,277,0-2,1-Jan,Apr-00,14-9
2022-23-JacksonvilleSt.,2022-23,Jacksonville St.,ASUN,,,241,241,199,194,18-Oct,12-Jun,6-Apr,12-Mar,148,96,0-3,0-4,5-Feb,6-Aug
2022-23-Idaho,2022-23,Idaho,Big Sky,,,310,310,267,217,22-Aug,15-Apr,7-Apr,11-Apr,341,358,0-0,0-2,7-Apr,13-Apr
2022-23-Maryland,2022-23,Maryland,Big Ten,31,AL,31,31,54,112,21-12,10-Dec,2-Sep,9-Feb,36,159,10-Mar,2-Jun,Mar-00,Sep-00
2022-23-CoastalCarolina,2022-23,Coastal Carolina,Sun Belt,,,293,294,181,189,20-Aug,14-May,6-Mar,11-Mar,239,276,0-1,0-4,7-Mar,8-May
2022-23-ColoradoSt.,2022-23,Colorado St.,Mountain West,,,110,110,49,110,14-18,13-Jul,5-Jul,8-Apr,61,92,12-Jan,1-Feb,4-May,1-Jun
2022-23-Bethune-Cookman,2022-23,Bethune-Cookman,SWAC,,,348,348,349,259,20-Oct,11-Aug,9-Feb,13-Mar,329,160,0-3,0-0,0-3,14-Oct
2022-23-UNLV,2022-23,UNLV,Mountain West,,,91,91,64,115,18-13,12-Aug,1-Oct,5-May,82,299,7-Feb,1-Mar,5-Aug,May-00
2022-23-UAB,2022-23,UAB,CUSA,,,57,56,119,160,24-9,16-7,2-Aug,5-Jun,122,281,4-Feb,3-Jan,1-Sep,1-Dec
2022-23-Gonzaga,2022-23,Gonzaga,WCC,10,AQ,6,6,50,111,27-5,16-2,3-Nov,2-Jul,56,9,4-Jun,May-00,1-Aug,Aug-00
2022-23-NorthCarolina,2022-23,North Carolina,ACC,,,46,46,31,103,20-13,10-Dec,3-Aug,7-Apr,49,18,9-Jan,4-Jun,Jul-00,Jun-00
2022-23-SouthCarolina,2022-23,South Carolina,SEC,,,234,234,71,120,21-Nov,15-Apr,6-Jul,8-Apr,66,287,9-Jan,4-Feb,8-Feb,Jun-00
2022-23-Richmond,2022-23,Richmond,Atlantic 10,,,159,159,141,173,15-18,12-Aug,6-Jul,11-Jan,162,218,0-2,4-Jan,10-May,2-Sep
2022-23-Marist,2022-23,Marist,MAAC,,,282,282,311,236,13-20,15-Sep,5-Apr,9-Apr,344,362,0-1,0-2,5-Jan,12-Dec
2022-23-DetroitMercy,2022-23,Detroit Mercy,Horizon,,,212,212,229,204,13-19,12-Oct,7-Mar,13-May,243,77,0-3,0-3,8-Mar,5-Oct
2022-23-Chattanooga,2022-23,Chattanooga,SoCon,,,176,176,212,198,15-17,12-Oct,5-May,9-Jun,259,195,0-1,4-Jan,9-Mar,3-Nov
2022-23-SaintFrancis,2022-23,Saint Francis,NEC,,,336,336,358,276,18-Nov,8-Oct,10-Jan,13-Mar,348,179,0-2,0-2,0-2,12-Nov
2022-23-JamesMadison,2022-23,James Madison,Sun Belt,,,94,94,187,191,19-11,13-7,4-Jun,6-Aug,181,214,0-2,2-Feb,3-Aug,4-Sep
2022-23-Tennessee,2022-23,Tennessee,SEC,14,AL,4,4,31,103,23-10,8-Dec,2-Nov,6-Apr,32,46,7-Jul,3-Mar,Jun-00,Jul-00
2022-23-Miami(OH),2022-23,Miami (OH),MAC,,,286,286,215,199,20-Sep,13-Jun,7-Mar,9-Mar,218,225,0-2,0-5,6-Jan,7-Aug
2022-23-Dayton,2022-23,Dayton,Atlantic 10,,,78,74,130,167,22-12,14-7,5-Aug,6-May,158,219,1-Jan,7-Jan,3-Oct,1-Oct
2022-23-HolyCross,2022-23,Holy Cross,Patriot,,,337,337,321,242,22-Aug,12-Jul,10-Jan,11-Apr,342,317,0-1,0-2,2-Jan,17-Jul
2022-23-USCUpstate,2022-23,USC Upstate,Big South,,,255,256,260,215,14-15,9-Nov,6-Mar,12-Apr,270,110,0-2,0-1,8-Apr,4-Oct
2022-23-Utah,2022-23,Utah,Pac-12,,,79,79,79,128,17-15,11-Oct,4-Jul,7-Apr,70,231,9-Feb,5-Mar,1-Mar,Sep-00
2022-23-Oregon,2022-23,Oregon,Pac-12,,,47,47,22,97,19-14,13-9,5-Jun,6-Apr,29,36,9-Feb,4-Jul,1-May,May-00
2022-23-SacredHeart,2022-23,Sacred Heart,NEC,,,326,326,360,291,15-17,9-Sep,8-Jun,11-Jul,358,297,0-2,0-1,0-2,15-12
2022-23-UtahValley,2022-23,Utah Valley,WAC,,,74,75,119,160,22-8,16-4,4-Jun,5-Oct,128,32,2-Jan,2-Mar,3-Sep,1-Sep
2022-23-LaSalle,2022-23,La Salle,Atlantic 10,,,223,224,164,183,15-19,12-Sep,7-Jun,8-May,220,269,0-3,0-3,7-Jul,6-Aug
2022-23-Temple,2022-23,Temple,The American,,,125,127,83,131,16-16,9-Oct,7-Jun,6-Jun,94,212,4-Mar,4-Apr,6-Apr,2-May
2022-23-ChicagoSt.,2022-23,Chicago St.,DI Independent,,,299,299,236,206,20-Jul,0-0,20-Jul,20-Mar,116,149,0-4,0-4,0-7,5-Jul
2022-23-Marshall,2022-23,Marshall,Sun Belt,,,83,83,215,199,23-8,13-6,2-Oct,5-Sep,287,328,0-0,2-Feb,5-Aug,13-1
2022-23-SanJoseSt.,2022-23,San Jose St.,Mountain West,,,95,95,68,117,19-13,9-Nov,4-Aug,8-May,65,189,8-Mar,2-Mar,3-Jul,Jun-00
2022-23-CentralConn.St.,2022-23,Central Conn. St.,NEC,,,343,343,359,278,22-Oct,10-Jul,12-Mar,14-Apr,359,305,0-1,0-2,0-3,16-Oct
2022-23-JacksonSt.,2022-23,Jackson St.,SWAC,,,305,305,312,237,14-19,13-7,12-Jan,14-Jun,189,11,0-5,0-2,4-Jan,13-8
2022-23-Milwaukee,2022-23,Milwaukee,Horizon,,,210,210,249,209,18-11,15-7,4-Mar,7-Jun,281,73,0-2,0-1,3-Jul,5-Nov
2022-23-McNeese,2022-23,McNeese,Southland,,,339,339,304,232,23-Oct,13-Aug,10-Feb,14-Mar,203,8,0-4,0-2,3-Jan,14-Sep
2022-23-MississippiVal.,2022-23,Mississippi Val.,SWAC,,,358,358,283,224,27-May,14-Apr,13-Jan,19-Jan,177,14,0-4,0-5,0-2,16-May
2022-23-VirginiaTech,2022-23,Virginia Tech,ACC,,,76,77,82,129,19-14,13-Sep,1-Oct,9-Feb,85,227,6-Apr,5-Feb,2-May,1-Aug
2022-23-BYU,2022-23,BYU,WCC,,,85,85,74,125,17-15,10-Sep,5-Aug,7-Feb,80,134,7-Jan,4-Jan,3-Aug,1-Jul
2022-23-Presbyterian,2022-23,Presbyterian,Big South,,,352,352,290,227,27-Mar,18-Jan,9-Feb,0-15,325,284,0-1,0-2,0-9,15-Mar
2022-23-Creighton,2022-23,Creighton,Big East,22,AL,17,17,21,96,21-12,15-7,5-Jun,6-May,26,21,9-Mar,2-Jul,1-May,Jun-00
2022-23-Pittsburgh,2022-23,Pittsburgh,ACC,44,AL,67,67,100,144,22-11,15-7,4-Jul,5-Jul,90,144,4-Apr,5-Mar,1-May,1-Oct
2022-23-SouthDakota,2022-23,South Dakota,Summit League,,,298,298,223,203,19-Oct,12-Jul,7-Mar,11-Feb,231,130,0-2,3-Jan,5-Feb,9-Jul
2022-23-UConn,2022-23,UConn,Big East,13,AL,8,8,50,111,25-8,14-8,Nov-00,5-Jun,42,91,6-Jul,1-Jun,1-Apr,Aug-00
2022-23-UNCGreensboro,2022-23,UNC Greensboro,SoCon,,,114,113,212,198,18-12,14-5,7-Apr,6-Aug,233,117,0-2,1-Jan,6-Jun,3-Nov
2022-23-MiddleTenn.,2022-23,Middle Tenn.,CUSA,,,117,117,103,145,17-14,10-Dec,4-May,11-Mar,107,217,4-Jan,2-Mar,5-Jun,3-Jul
2022-23-LittleRock,2022-23,Little Rock,OVC,,,322,322,334,248,21-Aug,12-Jun,9-Feb,16-Feb,310,151,0-2,0-2,1-Jan,16-Jul
2022-23-Omaha,2022-23,Omaha,Summit League,,,317,316,187,191,23-Aug,15-May,8-Mar,15-Jan,130,7,0-6,0-3,0-6,8-Aug
2022-23-Northeastern,2022-23,Northeastern,CAA,,,312,312,262,216,20-Oct,13-Jun,7-Apr,12-Mar,249,261,0-2,0-4,7-Jan,7-Sep
2022-23-Columbia,2022-23,Columbia,Ivy League,,,341,341,195,193,22-May,12-Feb,10-Mar,13-Jan,214,309,0-3,2-Jan,0-8,9-Apr
2022-23-Princeton,2022-23,Princeton,Ivy League,61,AQ,111,116,199,194,19-8,4-Dec,4-Jul,4-Jul,264,331,0-1,2-Feb,3-Aug,2-Sep
2022-23-Oakland,2022-23,Oakland,Horizon,,,272,271,199,194,19-Dec,10-Nov,9-Jan,10-May,201,41,0-2,0-5,8-Mar,4-Sep
2022-23-Michigan,2022-23,Michigan,Big Ten,,,61,62,14,93,17-15,10-Nov,5-Jun,7-Mar,24,145,12-Feb,2-Jun,May-00,1-Apr
2022-23-St.Thomas(MN),2022-23,St. Thomas (MN),Summit League,,,196,196,277,220,17-14,10-Oct,4-Jul,11-Apr,235,181,0-3,0-3,3-Mar,14-5
2022-23-CharlestonSo.,2022-23,Charleston So.,Big South,,,304,304,262,216,21-Aug,14-Jun,7-Feb,12-Mar,289,156,0-1,0-2,9-Jan,9-Jul
2022-23-Ohio,2022-23,Ohio,MAC,,,133,133,209,197,18-14,9-Nov,5-Jul,11-Apr,182,174,0-2,7-Jan,2-May,3-Dec
2022-23-FloridaSt.,2022-23,Florida St.,ACC,,,221,222,65,116,23-Sep,14-Jul,9-Feb,7-Apr,75,131,7-Feb,0-10,4-Jan,2-Jun
2022-23-Penn,2022-23,Penn,Ivy League,,,141,143,144,174,16-13,6-Sep,7-Jul,9-Jun,137,147,0-5,3-Jan,2-Jul,3-Aug
2022-23-UtahSt.,2022-23,Utah St.,Mountain West,40,AL,18,19,22,97,25-8,15-6,2-Oct,4-Jun,73,198,5-Feb,1-Sep,13-0,2-Jan
2022-23-Lipscomb,2022-23,Lipscomb,ASUN,,,148,148,240,207,17-13,8-Dec,5-May,11-Jul,263,306,0-2,2-Jan,4-May,5-Nov
2022-23-WestVirginia,2022-23,West Virginia,Big 12,34,AL,25,24,3,74,19-14,12-Aug,2-Nov,8-Mar,5,97,13-Jun,1-Jun,Jan-00,Jun-00
2022-23-AppState,2022-23,App State,Sun Belt,,,197,197,160,180,13-16,10-Sep,6-Apr,7-Jun,208,268,0-0,6-Jan,7-Feb,3-Oct
2022-23-AlabamaA&M,2022-23,Alabama A&M,SWAC,,,319,319,336,251,18-Dec,9-Nov,9-Jan,8-May,339,138,0-2,0-1,4-Jan,11-Nov
2022-23-DelawareSt.,2022-23,Delaware St.,MEAC,,,355,355,277,220,23-May,12-Apr,11-Jan,14-Feb,213,60,0-4,0-1,0-7,11-May
2022-23-GeorgeWashington,2022-23,George Washington,Atlantic 10,,,211,211,173,185,15-16,9-Oct,7-May,6-May,274,329,0-0,0-4,9-May,3-Oct
2022-23-UNCAsheville,2022-23,UNC Asheville,Big South,62,AQ,140,140,306,233,25-7,19-2,5-Jun,6-Oct,311,173,1-Jan,0-1,2-Apr,20-3
2022-23-Harvard,2022-23,Harvard,Ivy League,,,158,158,192,192,14-Dec,9-May,5-Jul,6-Jul,172,233,0-2,4-Feb,3-Feb,5-Aug
2022-23-MoreheadSt.,2022-23,Morehead St.,OVC,,,228,228,319,239,17-11,14-5,6-Mar,8-Jul,294,45,0-2,0-2,1-Feb,15-6
2022-23-FloridaA&M,2022-23,Florida A&M,SWAC,,,359,359,308,234,22-May,13-May,0-9,15-Mar,174,3,0-5,0-0,0-4,13-May
2022-23-MorganSt.,2022-23,Morgan St.,MEAC,,,292,293,289,226,16-Nov,8-Aug,8-Mar,12-Mar,211,35,0-3,2-Jan,4-Jan,7-Sep
2022-23-FGCU,2022-23,FGCU,ASUN,,,178,179,220,202,16-15,12-Jul,3-Sep,9-Jun,207,107,3-Jan,0-0,7-Jun,5-Sep
2022-23-MountSt.Mary's,2022-23,Mount St. Mary's,MAAC,,,267,269,281,221,20-Dec,13-Sep,7-Mar,10-Jul,267,203,0-3,0-2,3-Mar,12-Sep
2022-23-Minnesota,2022-23,Minnesota,Big Ten,,,220,220,31,103,22-Sep,18-Mar,4-Jun,9-Jan,33,311,9-Jan,10-Feb,2-Jan,1-May
2022-23-BowlingGreen,2022-23,Bowling Green,MAC,,,284,284,253,211,20-Sep,13-May,7-Apr,11-Apr,285,352,0-1,0-3,9-Feb,7-Jul
2022-23-IowaSt.,2022-23,Iowa St.,Big 12,21,AL,20,20,10,85,19-13,10-Oct,3-Sep,8-Mar,4,103,11-Oct,2-Feb,Jan-00,Jun-00
2022-23-LoyolaMaryland,2022-23,Loyola Maryland,Patriot,,,321,321,316,238,20-Nov,12-Aug,8-Mar,13-Mar,322,282,0-2,0-2,0-3,13-Nov
2022-23-Wisconsin,2022-23,Wisconsin,Big Ten,,,80,80,13,92,17-14,12-Sep,2-Aug,6-May,13,72,7-May,6-Jun,1-Jan,May-00
2022-23-UMES,2022-23,UMES,MEAC,,,232,232,283,224,14-13,6-Oct,7-Apr,9-Jul,223,38,0-3,1-Jan,5-Jan,4-Dec
2022-23-TexasA&M,2022-23,Texas A&M,SEC,25,AL,19,18,54,112,25-9,17-4,5-Aug,4-Jul,43,248,6-Jul,1-May,Jun-00,2-Jul
2022-23-Dartmouth,2022-23,Dartmouth,Ivy League,,,279,279,185,190,18-Aug,8-Jun,10-Feb,11-Mar,244,338,Jan-00,0-4,8-Apr,6-Mar
